id,player_name,card_name_version,team,era,primary_position,secondary_positions,current_ovr,current_tier,offense,defense,playmaking,shooting,rebounding,athleticism,intangibles,durability,badges,archetype,source_file,source_line
andrew-wiggins-timberwolves,Andrew Wiggins (Timberwolves),Andrew Wiggins (Timberwolves),Minnesota Timberwolves,2014-2020,SF,SG,85,Sapphire,84,66,54,71,47,92,78,86,Transition Force;Shot Creator;Paint Pressure,Athletic Volume Wing,src/data/players.ts,840
anthony-black-2025-26,Anthony Black (2025-26),Anthony Black (2025-26),Orlando Magic,2025-26,PG,,85,Sapphire,81,85,83,81,80,85,84,90,Wing Stopper;Transition Force;Point-of-Attack,2025-26 Connector Creator,src/data/players-current-2026.ts,312
antoine-walker,Antoine Walker,Antoine Walker,Boston Celtics,1996-2008,PF,SF,85,Sapphire,84,56,67,72,77,67,83,79,Point Forward;Connector;Glass Cleaner,Point Forward Gunner,src/data/players.ts,630
antonio-mcdyess,Antonio McDyess,Antonio McDyess,Denver Nuggets,1995-2011,PF,C,85,Sapphire,80,74,36,58,84,86,80,58,Vertical Threat;Glass Cleaner;Motor,Explosive Interior Enforcer,src/data/players.ts,681
ausar-thompson-2025-26,Ausar Thompson (2025-26),Ausar Thompson (2025-26),Detroit Pistons,2025-26,SF,,85,Sapphire,81,90,83,74,88,89,87,94,Glass Cleaner;Wing Stopper;Transition Force,2025-26 Two-Way Wing,src/data/players-current-2026.ts,288
ben-gordon-bulls,Ben Gordon (Bulls),Ben Gordon (Bulls),Chicago Bulls,Team-specific historical variant,SG,PG,85,Sapphire,,,,,,,,,,,src/data/players.ts,795
ben-simmons,Ben Simmons,Ben Simmons,Philadelphia 76ers,2016-Present,PG,SF;PF,85,Sapphire,74,90,90,18,82,88,78,55,Point Forward;Wing Stopper;Transition Force,Jumbo Defensive Playmaker,src/data/players.ts,698
bennedict-mathurin-2025-26,Bennedict Mathurin (2025-26),Bennedict Mathurin (2025-26),Los Angeles Clippers,2025-26,SF,,85,Sapphire,84,80,82,84,84,85,81,86,Paint Pressure,2025-26 Transition Threat,src/data/players-current-2026.ts,381
bill-laimbeer,Bill Laimbeer,Bill Laimbeer,Detroit Pistons,1979-1994,C,PF,85,Sapphire,76,86,42,70,91,58,91,90,Glass Cleaner;Defensive IQ;Elite Shooter,Bruising Stretch-Rebound Center,src/data/players.ts,471
bradley-beal,Bradley Beal,Bradley Beal,Washington Wizards,2012-Present,SG,PG,85,Sapphire,88,54,70,85,43,76,80,63,Shot Creator;Elite Shooter;Three-Level Scorer,Scoring Combo Guard,src/data/players.ts,550
calvin-murphy,Calvin Murphy,Calvin Murphy,Houston Rockets,1970-1983,PG,SG,85,Sapphire,88,46,78,90,24,86,90,83,Elite Shooter;Clutch;Shot Creator,Tiny Microwave Scorer,src/data/players.ts,611
caron-butler-mavs,Caron Butler (Mavs),Caron Butler (Mavs),Dallas Mavericks,2010-2011,SF,SG,85,Sapphire,83,74,56,78,52,74,86,64,Wing Stopper;Shot Creator;Veteran Presence,Veteran Two-Way Scoring Wing,src/data/players.ts,578
caron-butler-wizards,Caron Butler (Wizards),Caron Butler (Wizards),Washington Wizards,Team-specific historical variant,SF,SG,85,Sapphire,,,,,,,,,,,src/data/players.ts,796
cedric-ceballos-suns,Cedric Ceballos (Suns),Cedric Ceballos (Suns),Phoenix Suns,Team-specific historical variant,SF,PF,85,Sapphire,,,,,,,,,,,src/data/players.ts,797
cedric-coward-2025-26,Cedric Coward (2025-26),Cedric Coward (2025-26),Memphis Grizzlies,2025-26,SG,,85,Sapphire,88,84,87,87,91,87,87,88,Glass Cleaner;Paint Pressure,2025-26 Rotation Piece,src/data/players-current-2026.ts,315
charles-oakley-knicks,Charles Oakley (Knicks),Charles Oakley (Knicks),New York Knicks,Team-specific historical variant,PF,C,85,Sapphire,,,,,,,,,,,src/data/players.ts,798
collin-gillespie-2025-26,Collin Gillespie (2025-26),Collin Gillespie (2025-26),Phoenix Suns,2025-26,PG,,85,Sapphire,82,82,86,88,79,79,84,97,Elite Shooter;Floor General;Wing Stopper,2025-26 Shotmaking Guard,src/data/players-current-2026.ts,220
collin-sexton-2025-26,Collin Sexton (2025-26),Collin Sexton (2025-26),Chicago Bulls,2025-26,SG,,85,Sapphire,90,84,89,91,79,87,89,91,Elite Shooter;Paint Pressure,2025-26 Perimeter Sniper,src/data/players-current-2026.ts,316
cutino-mobley,Cutino Mobley,Cutino Mobley,Houston Rockets,1998-2008,SG,PG,85,Sapphire,85,56,54,88,38,74,83,82,Elite Shooter;Shot Creator;Clutch,Shotmaking Combo Guard,src/data/players.ts,684
darryl-dawkins,Darryl Dawkins,Darryl Dawkins,Philadelphia 76ers,1975-1989,C,PF,85,Sapphire,82,73,34,28,86,84,87,79,Interior Force;Glass Cleaner;Paint Pressure,Power Dunking Center,src/data/players.ts,609
david-lee,David Lee,David Lee,New York Knicks,2005-2017,PF,C,85,Sapphire,86,48,58,64,88,72,83,81,Glass Cleaner;Interior Force;Connector,Interior Scoring Rebounder,src/data/players.ts,664
dejounte-murray-spurs,Dejounte Murray (Spurs),Dejounte Murray (Spurs),San Antonio Spurs,2016-2022,PG,SG,85,Sapphire,82,86,79,68,57,85,83,72,Point-of-Attack;Floor General;Motor,Long Defensive Lead Guard,src/data/players.ts,868
derik-queen-2025-26,Derik Queen (2025-26),Derik Queen (2025-26),New Orleans Pelicans,2025-26,C,,85,Sapphire,86,91,88,79,94,92,87,96,Glass Cleaner;Rim Protector;Vertical Threat,2025-26 Interior Anchor,src/data/players-current-2026.ts,291
deron-williams-nets,Deron Williams (Nets),Deron Williams (Nets),Brooklyn Nets,Team-specific historical variant,PG,SG,85,Sapphire,,,,,,,,,,,src/data/players.ts,799
devin-vassell-2025-26,Devin Vassell (2025-26),Devin Vassell (2025-26),San Antonio Spurs,2025-26,SG,,85,Sapphire,86,87,87,91,84,87,92,92,Elite Shooter,2025-26 Perimeter Sniper,src/data/players-current-2026.ts,292
doug-christie,Doug Christie,Doug Christie,Sacramento Kings,1992-2007,SG,SF,85,Sapphire,78,91,60,77,49,77,87,83,Point-of-Attack;Defensive IQ;Connector,Defensive Connector Wing,src/data/players.ts,633
dwight-howard-lakers,Dwight Howard (Lakers),Dwight Howard (Lakers),Los Angeles Lakers,Team-specific historical variant,C,,85,Sapphire,,,,,,,,,,,src/data/players.ts,800
dylan-harper-2025-26,Dylan Harper (2025-26),Dylan Harper (2025-26),San Antonio Spurs,2025-26,PG,,85,Sapphire,87,87,90,84,84,85,89,91,Floor General,2025-26 Connector Creator,src/data/players-current-2026.ts,320
egor-d-min-2025-26,Egor Dёmin (2025-26),Egor Dёmin (2025-26),Brooklyn Nets,2025-26,PG,,85,Sapphire,82,82,85,88,80,82,82,84,,2025-26 Shotmaking Guard,src/data/players-current-2026.ts,432
fred-van-vleet-raptors,Fred Van Vleet (Raptors),Fred Van Vleet (Raptors),Toronto Raptors,2016-2023,PG,SG,85,Sapphire,83,76,86,87,38,70,90,78,Floor General;Elite Shooter;Clutch,Pull-Up Floor General,src/data/players.ts,730
fred-vanvleet-rockets,Fred VanVleet (Rockets),Fred VanVleet (Rockets),Houston Rockets,Team-specific historical variant,PG,SG,85,Sapphire,,,,,,,,,,,src/data/players.ts,801
goran-dragic-heat,Goran Dragic (Heat),Goran Dragic (Heat),Miami Heat,Team-specific historical variant,PG,SG,85,Sapphire,,,,,,,,,,,src/data/players.ts,802
grayson-allen-2025-26,Grayson Allen (2025-26),Grayson Allen (2025-26),Phoenix Suns,2025-26,SG,,85,Sapphire,87,86,90,89,81,87,89,85,Floor General;Point-of-Attack;Paint Pressure,2025-26 Connector Creator,src/data/players-current-2026.ts,322
hersey-hawkins,Hersey Hawkins,Hersey Hawkins,Oklahoma City Thunder,1988-2001,SG,SF,85,Sapphire,84,74,50,88,40,73,87,89,Elite Shooter;Wing Stopper;Connector,Two-Way Off-Ball Guard,src/data/players.ts,438
horace-grant,Horace Grant,Horace Grant,Chicago Bulls,1987-2004,PF,C,85,Sapphire,76,82,40,54,84,74,89,86,Glass Cleaner;Champion DNA;Defensive IQ,Championship Utility Big,src/data/players.ts,671
isaiah-hartenstein-2025-26,Isaiah Hartenstein (2025-26),Isaiah Hartenstein (2025-26),Oklahoma City Thunder,2025-26,C,,85,Sapphire,82,85,81,74,87,83,84,82,Glass Cleaner;Rim Protector,2025-26 Interior Anchor,src/data/players-current-2026.ts,323
isaiah-thomas,Isaiah Thomas,Isaiah Thomas,Boston Celtics,2011-2024,PG,,85,Sapphire,89,24,83,86,24,79,86,52,Shot Creator;Clutch;Elite Shooter,Microwave Scoring Lead Guard,src/data/players.ts,527
jaime-jaquez-jr-2025-26,Jaime Jaquez Jr. (2025-26),Jaime Jaquez Jr. (2025-26),Miami Heat,2025-26,SF,,85,Sapphire,83,80,84,78,83,82,83,95,Floor General;Paint Pressure,2025-26 Connector Creator,src/data/players-current-2026.ts,293
jalen-green-2025-26,Jalen Green (2025-26),Jalen Green (2025-26),Phoenix Suns,2025-26,SG,,85,Sapphire,85,83,86,84,82,84,82,79,,2025-26 Rotation Piece,src/data/players-current-2026.ts,435
jalen-rose,Jalen Rose,Jalen Rose,Indiana Pacers,1994-2007,SF,SG;PG,85,Sapphire,86,58,71,82,48,74,86,82,Shot Creator;Connector;Elite Shooter,Big Shotmaking Connector,src/data/players.ts,616
jalen-suggs-2025-26,Jalen Suggs (2025-26),Jalen Suggs (2025-26),Orlando Magic,2025-26,PG,,85,Sapphire,80,86,83,82,78,81,84,87,Floor General;Wing Stopper;Point-of-Attack,2025-26 Shotmaking Guard,src/data/players-current-2026.ts,294
jason-kidd-mavericks,Jason Kidd (Mavericks),Jason Kidd (Mavericks),Dallas Mavericks,2008-2013,PG,SG,85,Sapphire,80,83,92,82,58,68,94,83,Floor General;Elite Shooter;Defensive IQ,Veteran Control Tower Guard,src/data/players.ts,506
jason-richardson,Jason Richardson,Jason Richardson,Golden State Warriors,2001-2015,SG,SF,85,Sapphire,85,58,48,82,51,91,82,80,Transition Force;Elite Shooter;Athletic Freak,Aerial Shotmaking Wing,src/data/players.ts,687
jeff-hornacek,Jeff Hornacek,Jeff Hornacek,Phoenix Suns,1986-2000,SG,PG,85,Sapphire,85,58,67,91,38,62,90,86,Elite Shooter;Connector;Off-Ball Gravity,Connector Shooting Guard,src/data/players.ts,485
jeff-hornacek-jazz,Jeff Hornacek (Jazz),Jeff Hornacek (Jazz),Utah Jazz,Team-specific historical variant,SG,PG,85,Sapphire,,,,,,,,,,,src/data/players.ts,803
jeremiah-fears-2025-26,Jeremiah Fears (2025-26),Jeremiah Fears (2025-26),New Orleans Pelicans,2025-26,PG,,85,Sapphire,84,81,85,82,81,86,80,97,Transition Force;Point-of-Attack;Paint Pressure,2025-26 Connector Creator,src/data/players-current-2026.ts,390
joakim-noah,Joakim Noah,Joakim Noah,Chicago Bulls,2007-2020,C,PF,85,Sapphire,66,93,72,24,88,74,95,61,Rim Protector;Connector;Motor,Defensive Connector Big,src/data/players.ts,522
joe-johnson-nets,Joe Johnson (Nets),Joe Johnson (Nets),Brooklyn Nets,Team-specific historical variant,SG,SF,85,Sapphire,,,,,,,,,,,src/data/players.ts,804
josh-hart-2025-26,Josh Hart (2025-26),Josh Hart (2025-26),New York Knicks,2025-26,SF,,85,Sapphire,82,86,84,82,88,84,87,91,Floor General;Glass Cleaner;Wing Stopper,2025-26 Two-Way Wing,src/data/players-current-2026.ts,239
josh-smith-hawks,Josh Smith (Hawks),Josh Smith (Hawks),Atlanta Hawks,2004-2013,PF,SF;C,85,Sapphire,79,89,58,54,82,88,84,81,Switchable Big;Rim Protector;Transition Force,Explosive Defensive Combo Forward,src/data/players.ts,590
jrue-holiday-2025-26,Jrue Holiday (2025-26),Jrue Holiday (2025-26),Portland Trail Blazers,2025-26,PG,,85,Sapphire,88,83,91,90,87,85,88,86,Floor General,2025-26 Offensive Engine,src/data/players-current-2026.ts,298
julius-randle-pelicans,Julius Randle (Pelicans),Julius Randle (Pelicans),New Orleans Pelicans,2018-2019,PF,C,85,Sapphire,85,67,60,58,82,82,82,82,Paint Pressure;Mismatch Weapon;Glass Cleaner,Left-Handed Mismatch Four,src/data/players.ts,838
kel-el-ware-2025-26,Kel'el Ware (2025-26),Kel'el Ware (2025-26),Miami Heat,2025-26,C,,85,Sapphire,83,85,73,83,88,84,85,95,Glass Cleaner;Rim Protector,2025-26 Interior Anchor,src/data/players-current-2026.ts,273
kenyon-martin,Kenyon Martin,Kenyon Martin,Brooklyn Nets,2000-2015,PF,C,85,Sapphire,79,81,46,46,77,90,84,66,Vertical Threat;Motor;Switchable Big,Explosive Interior Enforcer,src/data/players.ts,574
kenyon-martin-nuggets,Kenyon Martin (Nuggets),Kenyon Martin (Nuggets),Denver Nuggets,Team-specific historical variant,PF,C,85,Sapphire,,,,,,,,,,,src/data/players.ts,805
kevin-martin,Kevin Martin,Kevin Martin,Sacramento Kings,2004-2016,SG,SF,85,Sapphire,88,38,46,89,35,74,82,72,Elite Shooter;Off-Ball Gravity;Clutch,Efficient Scoring Wing,src/data/players.ts,688
latrell-sprewell-timberwolves,Latrell Sprewell (Timberwolves),Latrell Sprewell (Timberwolves),Minnesota Timberwolves,Team-specific historical variant,SG,SF,85,Sapphire,,,,,,,,,,,src/data/players.ts,806
marc-gasol-raptors,Marc Gasol (Raptors),Marc Gasol (Raptors),Toronto Raptors,Team-specific historical variant,C,,85,Sapphire,,,,,,,,,,,src/data/players.ts,807
mehmet-okur,Mehmet Okur,Mehmet Okur,Utah Jazz,2002-2012,C,PF,85,Sapphire,83,61,45,85,78,56,84,77,Elite Shooter;Connector;Pick-and-Pop Threat,Pick-and-Pop Stretch Big,src/data/players.ts,540
michael-cooper,Michael Cooper,Michael Cooper,Los Angeles Lakers,1978-1990,SG,SF,85,Sapphire,69,97,58,72,42,79,91,85,Point-of-Attack;Defensive IQ;Champion DNA,Perimeter Stopper Specialist,src/data/players.ts,674
mike-conley,Mike Conley,Mike Conley,Memphis Grizzlies,2007-Present,PG,,85,Sapphire,84,71,85,84,34,70,90,79,Floor General;Elite Shooter;Point-of-Attack,Steady Two-Way Lead Guard,src/data/players.ts,586
monta-ellis,Monta Ellis,Monta Ellis,Golden State Warriors,2005-2017,SG,PG,85,Sapphire,87,46,74,71,38,90,81,82,Paint Pressure;Shot Creator;Transition Force,Explosive Slashing Combo Guard,src/data/players.ts,665
nic-claxton-2025-26,Nic Claxton (2025-26),Nic Claxton (2025-26),Brooklyn Nets,2025-26,C,,85,Sapphire,80,84,80,71,86,84,84,92,Floor General;Glass Cleaner;Vertical Threat,2025-26 Interior Anchor,src/data/players-current-2026.ts,279
nikola-vucevic-2025-26,Nikola Vucevic (2025-26),Nikola Vucevic (2025-26),Boston Celtics,2025-26,C,,85,Sapphire,83,81,84,84,87,80,84,90,Floor General;Glass Cleaner,2025-26 Connector Creator,src/data/players-current-2026.ts,280
otis-thorpe-rockets,Otis Thorpe (Rockets),Otis Thorpe (Rockets),Houston Rockets,Team-specific historical variant,PF,C,85,Sapphire,,,,,,,,,,,src/data/players.ts,808
p-j-washington-2025-26,P.J. Washington (2025-26),P.J. Washington (2025-26),Dallas Mavericks,2025-26,PF,,85,Sapphire,81,84,78,80,85,84,82,87,Glass Cleaner;Switchable Big;Transition Force,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,352
pau-gasol-bulls,Pau Gasol (Bulls),Pau Gasol (Bulls),Chicago Bulls,Team-specific historical variant,PF,C,85,Sapphire,,,,,,,,,,,src/data/players.ts,809
paul-millsap-jazz,Paul Millsap (Jazz),Paul Millsap (Jazz),Utah Jazz,Team-specific historical variant,PF,C,85,Sapphire,,,,,,,,,,,src/data/players.ts,810
peja-stojakovic,Peja Stojakovic,Peja Stojakovic,Sacramento Kings,1998-2011,SF,SG,85,Sapphire,85,52,47,95,52,61,82,71,Elite Shooter;Off-Ball Gravity;Bench Scorer,Spacing Wing,src/data/players.ts,486
peyton-watson-2025-26,Peyton Watson (2025-26),Peyton Watson (2025-26),Denver Nuggets,2025-26,SF,,85,Sapphire,88,87,83,89,87,89,86,86,Transition Force;Paint Pressure,2025-26 Two-Way Wing,src/data/players-current-2026.ts,331
rashard-lewis,Rashard Lewis,Rashard Lewis,Orlando Magic,1998-2014,PF,SF,85,Sapphire,86,56,48,90,58,73,82,84,Elite Shooter;Off-Ball Gravity;Mismatch Weapon,Stretch Scoring Forward,src/data/players.ts,582
rasheed-wallace,Rasheed Wallace,Rasheed Wallace,Detroit Pistons,1995-2013,PF,C,85,Sapphire,81,85,47,76,74,69,83,82,Elite Shooter;Rim Protector;Switchable Big,Spacing Defensive Big,src/data/players.ts,494
reed-sheppard-2025-26,Reed Sheppard (2025-26),Reed Sheppard (2025-26),Houston Rockets,2025-26,SG,,85,Sapphire,87,92,91,92,79,87,93,97,Elite Shooter;Floor General;Wing Stopper,2025-26 Perimeter Sniper,src/data/players-current-2026.ts,281
robert-horry-rockets,Robert Horry (Rockets),Robert Horry (Rockets),Houston Rockets,1992-1996,PF,SF,85,Sapphire,79,82,54,80,64,75,92,84,Clutch;Connector;Wing Stopper,Championship Utility Forward,src/data/players.ts,862
roy-hibbert,Roy Hibbert,Roy Hibbert,Indiana Pacers,2008-2017,C,,85,Sapphire,72,92,32,48,84,50,86,74,Rim Protector;Paint Anchor;Glass Cleaner,Verticality Paint Anchor,src/data/players.ts,470
rudy-gay,Rudy Gay,Rudy Gay,Memphis Grizzlies,2006-2023,SF,PF,85,Sapphire,85,62,53,78,56,81,83,80,Shot Creator;Transition Force;Mismatch Weapon,Scoring Combo Forward,src/data/players.ts,588
russell-westbrook-2025-26,Russell Westbrook (2025-26),Russell Westbrook (2025-26),Sacramento Kings,2025-26,PG,,85,Sapphire,85,82,89,85,87,87,84,90,Floor General;Paint Pressure,2025-26 Connector Creator,src/data/players-current-2026.ts,355
sam-cassell,Sam Cassell,Sam Cassell,Minnesota Timberwolves,1993-2009,PG,SG,85,Sapphire,86,55,84,82,35,68,90,78,Floor General;Midrange Surgeon;Clutch,Crafty Midrange Floor General,src/data/players.ts,600
sam-cassell-clippers,Sam Cassell (Clippers),Sam Cassell (Clippers),Los Angeles Clippers,Team-specific historical variant,PG,SG,85,Sapphire,,,,,,,,,,,src/data/players.ts,811
sean-elliott-spurs,Sean Elliott (Spurs),Sean Elliott (Spurs),San Antonio Spurs,Team-specific historical variant,SF,PF,85,Sapphire,,,,,,,,,,,src/data/players.ts,812
shawn-kemp,Shawn Kemp,Shawn Kemp,Oklahoma City Thunder,1989-2003,PF,C,85,Sapphire,82,68,35,43,80,95,79,71,Athletic Freak;Vertical Threat;Transition Force,Explosive Interior Finisher,src/data/players.ts,504
shawn-marion-mavs,Shawn Marion (Mavs),Shawn Marion (Mavs),Dallas Mavericks,2009-2014,SF,PF,85,Sapphire,75,91,50,58,78,80,91,85,Wing Stopper;Switchable Big;Champion DNA,Championship Utility Forward,src/data/players.ts,566
stephon-marbury,Stephon Marbury,Stephon Marbury,Minnesota Timberwolves,1996-2009,PG,SG,85,Sapphire,87,44,88,76,33,87,78,79,Shot Creator;Floor General;Clutch,Electric Shotmaking Lead Guard,src/data/players.ts,669
steve-francis-magic,Steve Francis (Magic),Steve Francis (Magic),Orlando Magic,Team-specific historical variant,PG,SG,85,Sapphire,,,,,,,,,,,src/data/players.ts,813
tayshaun-prince,Tayshaun Prince,Tayshaun Prince,Detroit Pistons,2002-2015,SF,PF;SG,85,Sapphire,77,91,58,74,57,78,90,85,Wing Stopper;Connector;Champion DNA,Long Two-Way Wing Stopper,src/data/players.ts,521
terrell-brandon-cavs,Terrell Brandon (Cavs),Terrell Brandon (Cavs),Cleveland Cavaliers,Team-specific historical variant,PG,SG,85,Sapphire,,,,,,,,,,,src/data/players.ts,814
tobias-harris-2025-26,Tobias Harris (2025-26),Tobias Harris (2025-26),Detroit Pistons,2025-26,PF,,85,Sapphire,81,83,81,82,82,81,84,89,Switchable Big;Paint Pressure,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,307
tom-chambers-supersonics,Tom Chambers (SuperSonics),Tom Chambers (SuperSonics),Oklahoma City Thunder,Team-specific historical variant,PF,SF,85,Sapphire,,,,,,,,,,,src/data/players.ts,815
tony-kukoc,Tony Kukoc,Tony Kukoc,Chicago Bulls,1990-2006,SF,PF,85,Sapphire,84,60,78,84,58,68,87,77,Point Forward;Connector;Elite Shooter,Playmaking Forward Spacer,src/data/players.ts,368
tracy-mcgrady-raptors,Tracy McGrady (Raptors),Tracy McGrady (Raptors),Toronto Raptors,1997-2000,SG,SF,85,Sapphire,83,74,63,70,57,97,78,79,Athletic Freak;Transition Force;Wing Stopper,Explosive Development Wing,src/data/players.ts,444
trevor-ariza,Trevor Ariza,Trevor Ariza,Los Angeles Lakers,2004-2022,SF,SG,85,Sapphire,76,87,44,80,56,80,87,82,Wing Stopper;Transition Force;Champion DNA,3-and-D Championship Wing,src/data/players.ts,654
tyson-chandler,Tyson Chandler,Tyson Chandler,Dallas Mavericks,2001-2020,C,,85,Sapphire,61,93,24,18,91,79,89,76,Rim Protector;Vertical Threat;Glass Cleaner,Vertical Defensive Anchor,src/data/players.ts,565
vlade-divac,Vlade Divac,Vlade Divac,Sacramento Kings,1989-2005,C,,85,Sapphire,80,74,78,58,80,56,88,84,Connector;Post Scorer;Defensive IQ,Passing Skill Center,src/data/players.ts,580
wendell-carter-jr-2025-26,Wendell Carter Jr. (2025-26),Wendell Carter Jr. (2025-26),Orlando Magic,2025-26,C,,85,Sapphire,81,84,78,80,87,83,84,96,Glass Cleaner;Rim Protector;Vertical Threat,2025-26 Interior Anchor,src/data/players-current-2026.ts,286
zach-randolph,Zach Randolph,Zach Randolph,Memphis Grizzlies,2001-2018,PF,C,85,Sapphire,85,60,44,55,88,54,85,82,Glass Cleaner;Post Scorer;Paint Pressure,Bruising Board Monster,src/data/players.ts,544
zydrunas-ilgauskas,Zydrunas Ilgauskas,Zydrunas Ilgauskas,Cleveland Cavaliers,1996-2011,C,PF,85,Sapphire,82,79,42,62,86,49,89,61,Paint Anchor;Post Scorer;Glass Cleaner,Skilled Paint Anchor,src/data/players.ts,637
aaron-nesmith-2025-26,Aaron Nesmith (2025-26),Aaron Nesmith (2025-26),Indiana Pacers,2025-26,SF,,84,Sapphire,84,81,83,89,85,86,81,83,,2025-26 Floor Spacer,src/data/players-current-2026.ts,450
andre-miller-nuggets,Andre Miller (Nuggets),Andre Miller (Nuggets),Denver Nuggets,Team-specific historical variant,PG,SG,84,Sapphire,,,,,,,,,,,src/data/players.ts,816
andrew-bogut,Andrew Bogut,Andrew Bogut,Golden State Warriors,2005-2019,C,,84,Sapphire,70,88,56,22,84,63,86,63,Rim Protector;Connector;Champion DNA,Passing Defensive Center,src/data/players.ts,663
anfernee-simons-2025-26,Anfernee Simons (2025-26),Anfernee Simons (2025-26),Chicago Bulls,2025-26,SG,,84,Sapphire,87,79,87,91,79,82,87,86,Elite Shooter,2025-26 Perimeter Sniper,src/data/players-current-2026.ts,403
ayo-dosunmu-2025-26,Ayo Dosunmu (2025-26),Ayo Dosunmu (2025-26),Minnesota Timberwolves,2025-26,SG,,84,Sapphire,81,79,82,86,77,80,82,92,Elite Shooter;Floor General,2025-26 Perimeter Sniper,src/data/players-current-2026.ts,264
bobby-portis-2025-26,Bobby Portis (2025-26),Bobby Portis (2025-26),Milwaukee Bucks,2025-26,PF,,84,Sapphire,89,81,85,90,92,84,88,90,Glass Cleaner,2025-26 Floor Spacer,src/data/players-current-2026.ts,313
brandon-williams-2025-26,Brandon Williams (2025-26),Brandon Williams (2025-26),Dallas Mavericks,2025-26,PG,,84,Sapphire,87,86,89,81,81,87,87,90,Paint Pressure,2025-26 Connector Creator,src/data/players-current-2026.ts,358
